Original_Title,Cleaned_Title,Topic_Vector,Cluster,Cluster_Name
OWN GOALS THAT CANNOT BE EXPLAINED!,own goals cannot be explained,"[0.02791386 0.02790956 0.53052254 0.02790956 0.02790956 0.02790956
 0.19037753 0.02790956 0.02790956 0.02790956 0.02790956 0.02790956]",0,video_sidemen_official
THE RETURN! - CARDS AGAINST HUMANITY,return cards against humanity,"[0.73400045 0.02418178 0.02418178 0.02418178 0.02418178 0.02418178
 0.02418178 0.02418178 0.02418178 0.02418178 0.02418178 0.02418178]",0,video_sidemen_official
WHY IS JJ TRANSFORMING?! - CARDS AGAINST HUMANITY,why jj transforming cards against humanity,"[0.73275819 0.02429471 0.02429471 0.02429471 0.02429471 0.02429471
 0.02429471 0.02429471 0.02429471 0.02429471 0.02429471 0.02429471]",0,video_sidemen_official
BEHZ' WORST NIGHTMARE! - CARDS AGAINST HUMANITY,behz worst nightmare cards against humanity,"[0.63500534 0.02422266 0.02422183 0.02422183 0.02422183 0.02422183
 0.02422386 0.02422183 0.12277349 0.02422183 0.02422183 0.02422183]",0,video_sidemen_official
THE NEXT YOUTUBE DRAMA! - CARDS AGAINST HUMANITY,next youtube drama cards against humanity,"[0.55310701 0.12471173 0.02288624 0.02288624 0.02288624 0.02288624
 0.02288624 0.11620511 0.02288624 0.02288624 0.02288624 0.02288624]",0,video_sidemen_official
NOTHING MAKES SENSE! - CARDS AGAINST HUMANITY,nothing makes sense cards against humanity,"[0.74820522 0.02289043 0.02289043 0.02289043 0.02289043 0.02289043
 0.02289043 0.02289043 0.02289043 0.02289043 0.02289043 0.02289043]",0,video_sidemen_official
HARRY BE LIKE... - CARDS AGAINST HUMANITY,harry be like cards against humanity,"[0.76876966 0.02102091 0.02102092 0.02102091 0.02102119 0.02102091
 0.02102091 0.02102094 0.02102091 0.02102091 0.02102091 0.02102091]",0,video_sidemen_official
WHY DEJI DOESN'T RECORD WITH US! - CARDS AGAINST HUMANITY,why deji doesnt record us cards against humanity,"[0.64357396 0.02016064 0.02016064 0.02016064 0.09974666 0.02016064
 0.02016064 0.02016064 0.02016064 0.02016064 0.07523359 0.02016064]",0,video_sidemen_official
SAVAGE INSULTS! - CARDS AGAINST HUMANITY,savage insults cards against humanity,"[0.61827297 0.02417439 0.02417439 0.02417439 0.02417439 0.02417439
 0.02417439 0.02417439 0.02417439 0.13998314 0.02417439 0.02417439]",0,video_sidemen_official
JJS NEW EP! - CARDS AGAINST HUMANITY,jjs new ep cards against humanity,"[0.56416626 0.02297751 0.02297751 0.02297751 0.02297751 0.02297766
 0.02297751 0.02297774 0.20605823 0.02297751 0.02297751 0.02297751]",0,video_sidemen_official
FIRING SHOTS! - CARDS AGAINST HUMANITY,firing shots cards against humanity,"[0.73394629 0.0241867  0.0241867  0.0241867  0.0241867  0.0241867
 0.0241867  0.02418676 0.0241867  0.0241867  0.0241867  0.0241867 ]",0,video_sidemen_official
SIDEMEN CONTROVERSIAL AGREE OR DISAGREE,sidemen controversial agree disagree,"[0.60636334 0.03578504 0.03578575 0.0357831  0.03578558 0.03578425
 0.03578534 0.0357831  0.0357831  0.03578605 0.03579146 0.03578389]",0,video_sidemen_official
SIDEMEN AGREE OR DISAGREE: CONTROVERSIAL EDITION,sidemen agree disagree controversial edition,"[0.34299908 0.03131874 0.34381339 0.03131812 0.03131891 0.03131849
 0.03131883 0.03131812 0.03131812 0.03131906 0.03132077 0.03131837]",0,video_sidemen_official
BOYS WILL BE BOYS...,boys will be boys,"[0.67491241 0.02955341 0.02955344 0.02955341 0.02955341 0.02955341
 0.02955341 0.02955346 0.02955341 0.02955341 0.02955341 0.02955341]",0,video_sidemen_official
MOST OFFENSIVE *SIDEMEN CARDS AGAINST HUMANITY* MOMENTS!,most offensive sidemen cards against humanity moments,"[0.57528784 0.21197018 0.02127376 0.02127352 0.02127453 0.0212743
 0.02127665 0.02127373 0.02127352 0.02127412 0.02127426 0.02127359]",0,video_sidemen_official
PEOPLE *CAUGHT* IN 4K,people caught 4k,"[0.0305485  0.23618246 0.26172502 0.0305485  0.0305485  0.22715597
 0.0305485  0.0305485  0.0305485  0.0305485  0.0305485  0.0305485 ]",0,video_sidemen_official
TIKTOKS THAT WILL OFFEND YOU!,tiktoks will offend,"[0.54166602 0.04166667 0.04166667 0.04166667 0.04166667 0.04166667
 0.04166667 0.04166731 0.04166667 0.04166667 0.04166667 0.04166667]",0,video_sidemen_official
The Klopp Era - Top 10 CRAZY Matches,klopp era top 10 crazy matches,"[0.7144528  0.02595884 0.02595884 0.02595884 0.02595884 0.02595884
 0.02595884 0.02595884 0.02595884 0.02595884 0.02595884 0.02595884]",0,video_sidemen_official
10 Years of Mixing Advice in 10 Minutes,10 years mixing advice 10 minutes,"[0.47383421 0.16785047 0.02613072 0.02613072 0.02613072 0.02613072
 0.02613072 0.02613072 0.02613207 0.02613072 0.12313754 0.02613072]",0,video_sidemen_official
TikTok's Only THE BOYS Will Understand,tiktoks only boys will understand,"[0.4583223  0.03060943 0.23558326 0.03060943 0.03060943 0.03060943
 0.03060943 0.03060957 0.03060943 0.03060943 0.03060943 0.03060943]",0,video_sidemen_official
SIDEMEN MEMORY TEST: SUS EDITION,sidemen memory test sus edition,"[0.0282452  0.02824534 0.46146858 0.02824511 0.02824541 0.02824525
 0.02824538 0.02824511 0.02824511 0.2560782  0.0282461  0.02824521]",0,video_sidemen_official
0 IQ MOMENTS!,0 iq moments,"[0.6127863  0.03520054 0.03519981 0.03519981 0.03520665 0.03520088
 0.03520244 0.0352015  0.03519981 0.03520261 0.03519981 0.03519981]",0,video_sidemen_official
SIDEMEN IS IT REAL OR PHOTOSHOP: OUTRAGEOUS EDITION,sidemen real photoshop outrageous edition,"[0.02826601 0.02826619 0.45954673 0.02826613 0.02826627 0.25779109
 0.02826624 0.0282659  0.0282659  0.02826635 0.02826715 0.02826602]",0,video_sidemen_official
DO ALL THE SIDEMEN THINK THE SAME? DEJI EDITION,do sidemen think same deji edition,"[0.02453265 0.02453275 0.43754793 0.02453259 0.17697706 0.02453269
 0.02453278 0.16468017 0.02453259 0.02453284 0.0245333  0.02453266]",0,video_sidemen_official
SIDEMEN LIARS BAR: KSI EDITION,sidemen liars bar ksi edition,"[0.02846072 0.02846087 0.53488202 0.02846062 0.18050856 0.02846077
 0.02846091 0.02846062 0.02846062 0.02846101 0.02846257 0.02846072]",0,video_sidemen_official
SIDEMEN LIARS BAR IN REAL LIFE,sidemen liars bar real life,"[0.02623215 0.02623224 0.71144522 0.0262322  0.02623227 0.02623218
 0.02623226 0.0262321  0.0262321  0.02623231 0.02623281 0.02623216]",0,video_sidemen_official
Matthew McConaughey winning Best Actor | 86th Oscars (2014),matthew mcconaughey winning best actor 86th oscars 2014,"[0.51863685 0.03102403 0.0310231  0.0310231  0.03102433 0.0310231
 0.03102551 0.03102319 0.0310231  0.17112665 0.0310231  0.03102392]",0,video_sidemen_official
Marvel Comics: Carnage Explained | Comics Explained,marvel comics carnage explained comics explained,"[0.03105666 0.03105666 0.49946501 0.03105666 0.18996794 0.03105666
 0.0310571  0.03105666 0.03105666 0.03105666 0.03105666 0.03105666]",0,video_sidemen_official
CAN THE SIDEMEN FIND THE IMPOSTER?,can sidemen find imposter,"[0.03097498 0.03097541 0.65927272 0.03097486 0.03097527 0.03097505
 0.03097523 0.03097486 0.03097508 0.03097534 0.03097623 0.03097499]",0,video_sidemen_official
SIDEMEN YOUTUBER GUESS WHO,sidemen youtuber guess who,"[0.02837557 0.40902288 0.30721976 0.02837546 0.02837583 0.02837563
 0.02837579 0.02837546 0.02837546 0.02837589 0.02837668 0.02837558]",0,video_sidemen_official
SIDEMEN WOULD YOU RATHER CHALLENGE!,sidemen would rather challenge,"[0.02636529 0.02636537 0.57616749 0.02636524 0.0263654  0.02636531
 0.02636539 0.02636524 0.02636524 0.02636543 0.16017931 0.02636529]",0,video_sidemen_official
Quinn XCII - Could've Had It All (Prod. Luminox),quinn xcii couldve had prod luminox,"[0.61981444 0.03456232 0.03456232 0.03456232 0.03456232 0.03456232
 0.03456232 0.03456232 0.03456232 0.03456232 0.03456232 0.03456232]",0,video_sidemen_official
ARE SIDEMEN ON THE SAME WAVELENGTH?,sidemen same wavelength,"[0.03550164 0.035502   0.60947815 0.03550142 0.03550216 0.03550177
 0.03550209 0.03550142 0.03550142 0.0355023  0.03550396 0.03550166]",0,video_sidemen_official
Top 10 Most Spoilt Kids In The World,top 10 most spoilt kids world,"[0.65951633 0.02312322 0.02312216 0.02312282 0.02312216 0.0231231
 0.1092594  0.02312216 0.02312216 0.02312216 0.02312216 0.02312216]",0,video_sidemen_official
SIDEMEN GUESS THE EMOJI: YOUTUBER EDITION,sidemen guess emoji youtuber edition,"[0.02836591 0.22985467 0.48648484 0.02836581 0.02836613 0.02836596
 0.0283661  0.02836581 0.02836581 0.02836619 0.02836687 0.02836591]",0,video_sidemen_official
WOULD I LIE TO YOU: SIDEMEN EDITION,would lie sidemen edition,"[0.02830164 0.02830176 0.68868034 0.02830157 0.02830181 0.02830168
 0.02830179 0.02830157 0.02830157 0.02830186 0.02830279 0.02830164]",0,video_sidemen_official
SIDEMEN WOULD YOU RATHER: YOUTUBER EDITION!,sidemen would rather youtuber edition,"[0.0246238  0.02462386 0.72913754 0.02462377 0.02462389 0.02462382
 0.02462387 0.02462377 0.02462377 0.02462391 0.0246242  0.0246238 ]",0,video_sidemen_official
SIDEMEN WOULD YOU RATHER: YOUTUBER EDITION!,sidemen would rather youtuber edition,"[0.0246238  0.02462386 0.72913754 0.02462377 0.02462389 0.02462382
 0.02462387 0.02462377 0.02462377 0.02462391 0.0246242  0.0246238 ]",0,video_sidemen_official
SIDEMEN WOULD YOU RATHER: OFFENSIVE EDITION!,sidemen would rather offensive edition,"[0.02461468 0.16657741 0.58727508 0.02461464 0.02461478 0.0246147
 0.02461477 0.02461464 0.02461464 0.02461481 0.02461517 0.02461468]",0,video_sidemen_official
SIDEMEN *WOULD YOU RATHER* CHALLENGE #2,sidemen would rather challenge 2,"[0.02636529 0.02636537 0.57616749 0.02636524 0.0263654  0.02636531
 0.02636539 0.02636524 0.02636524 0.02636543 0.16017931 0.02636529]",0,video_sidemen_official
SIDEMEN WOULD YOU RATHER CHALLENGE #3 (HARD),sidemen would rather challenge 3 hard,"[0.02465122 0.02465128 0.61970198 0.02465118 0.02465131 0.02465124
 0.0246513  0.02465118 0.02465118 0.02465133 0.13378557 0.02465122]",0,video_sidemen_official
"Viewed Thanks for all the love on the latest video ❤️

Harry is fine, go watch if you haven't: https://youtu.be/ht5zBk6CDro",viewed thanks love latest video harry fine go watch if havent httpsyoutubeht5zbk6cdro,"[0.25508601 0.02426917 0.24360208 0.02426917 0.02426917 0.02426917
 0.02426917 0.02426937 0.02426917 0.28288904 0.02426917 0.0242693 ]",0,video_sidemen_official
Unbelievable Internet Confessions!,unbelievable internet confessions,"[0.0345178  0.32741106 0.32741097 0.0345178  0.0345178  0.0345178
 0.0345178  0.0345178  0.0345178  0.0345178  0.0345178  0.0345178 ]",0,video_sidemen_official
"SIDEMEN $40,000 vs $400 HOLIDAY (EUROPE EDITION)",sidemen 40000 vs 400 holiday europe edition,"[0.02662338 0.02662353 0.70713888 0.02662582 0.02662357 0.02662325
 0.02662427 0.0266235  0.02662317 0.02662338 0.026624   0.02662323]",0,video_sidemen_official
SIDEMEN HIGHER OR LOWER (Instagram Followers),sidemen higher lower instagram followers,"[0.02840054 0.02840064 0.68759279 0.02840048 0.02840069 0.02840058
 0.02840067 0.02840048 0.02840048 0.02840073 0.02840138 0.02840055]",0,video_sidemen_official
SIDEMEN HIGHER OR LOWER (Spotify Monthly Listeners 3),sidemen higher lower spotify monthly listeners 3,"[0.03133878 0.03133895 0.65527063 0.03133868 0.03133903 0.03133884
 0.03133899 0.03133868 0.03133868 0.03133909 0.03134086 0.03133879]",0,video_sidemen_official
SIDEMEN HIGHER OR LOWER (YouTube Subscribers),sidemen higher lower youtube subscribers,"[0.02838217 0.02838233 0.52171812 0.02838208 0.0283824  0.02838223
 0.02838237 0.19445779 0.02838208 0.02838247 0.02838378 0.02838218]",0,video_sidemen_official
SIDEMEN HIGHER OR LOWER (Spotify Monthly Listeners 2),sidemen higher lower spotify monthly listeners 2,"[0.03133878 0.03133895 0.65527063 0.03133868 0.03133903 0.03133884
 0.03133899 0.03133868 0.03133868 0.03133909 0.03134086 0.03133879]",0,video_sidemen_official
